collected_at_utc,travel_date,origin,dest,airline,flight_no,dep_time,arr_time,stops,duration,price,currency
2025-08-21T05:45:52+00:00,2025-08-29,ICN,NRT,KE,KE713,2025-08-29T17:25:00,2025-08-29T19:45:00,0,PT2H20M,173600.0,KRW
